dataset,aggregate_type,delta,edge,APE
Sepsis,AggregateType.FREQ,0.1,"('Release D', 'Return ER')",0.10364520243146629
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Registration')",0.19656929510916682
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission IC')",0.9705253385366028
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'CRP')",0.006112138979296855
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'IV Liquid')",0.0962868472005788
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Triage')",0.22529983920084098
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Registration')",0.2148345421790133
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Sepsis Triage')",0.09542717732038913
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'LacticAcid')",0.3381308511042548
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Triage')",0.0696753127480768
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Leucocytes')",0.15092056964138298
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Liquid')",0.5773636564343524
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Sepsis Triage')",0.14483251626963828
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission IC')",1.1111374415030957
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Registration')",0.042217799569617756
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'CRP')",0.31022917932770916
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release B')",0.28917096369028605
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release D')",0.05601106149737737
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release A')",0.49316610756758816
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission IC')",3.2550526940395628
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Registration')",0.1218818608741755
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'CRP')",1.3363431446814804
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release E')",0.2574039093922352
Sepsis,AggregateType.FREQ,0.1,"('Release E', 'Return ER')",2.85660251350812
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release B')",5.395189152143832
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Triage')",0.1101523962463606
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release D')",2.0088533177546584
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Antibiotics')",1.005731229385586
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release C')",0.424809519762245
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission IC')",2.276075259619848
Sepsis,AggregateType.FREQ,0.1,"('Release C', 'Return ER')",0.8260098954747109
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release B')",0.7661896197149254
Sepsis,AggregateType.FREQ,0.1,"('Release B', 'Admission NC')",0.5271581437096415
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Antibiotics')",1.9356159320741675
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release E')",0.09186078656318752
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Sepsis Triage')",1.505368296205578
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release A')",0.22196794152265809
Sepsis,AggregateType.FREQ,0.1,"('Return ER', 'CRP')",0.953336981435403
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Registration')",0.33423216504641373
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Admission IC')",8.134665235898153
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release E')",0.27966874950412146
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'ER Sepsis Triage')",0.16358133502709715
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Registration')",1.2368135771058508
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Triage')",0.8199818299868697
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Leucocytes')",1.034937476544063
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Return ER')",0.5454363162103881
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Leucocytes')",0.04859704722172304
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'CRP')",0.0007888616270700857
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'LacticAcid')",0.0028342395744430002
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Triage')",0.22813000630057875
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Sepsis Triage')",0.004516401972784368
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Liquid')",0.01021490520148558
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'IV Antibiotics')",0.0002141624334397197
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission NC')",0.0006164718967979594
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'CRP')",0.006145879451236123
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Leucocytes')",0.005454100648671005
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Leucocytes')",0.0061689472546382846
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'CRP')",0.016768159016202617
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release A')",0.00186102945680697
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Triage')",0.00015161201881759613
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'CRP')",0.057259494058700934
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Leucocytes')",0.0026048285355673457
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Sepsis Triage')",0.001930896687339059
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release A')",0.018929827644861903
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Leucocytes')",0.015573110172892583
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Liquid')",0.01592858887204726
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission NC')",0.00533815241310614
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Leucocytes')",0.0021066629886843814
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'CRP')",0.019675767332664556
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Liquid')",0.011183712432670726
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Return ER')",0.0132026613266649
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'CRP')",0.003615796139651751
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'LacticAcid')",0.004104016521047673
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Antibiotics')",0.024562000300152938
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'IV Liquid')",0.01954932413037587
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission NC')",0.04115474383205923
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release A')",0.009407302975244908
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'LacticAcid')",0.043109738325094425
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'CRP')",0.003560679759366473
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission NC')",0.01578921787153413
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission IC')",0.08762203207604734
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission NC')",0.8089803804634579
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission NC')",0.0008856710608642788
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release B')",0.2662046528583202
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Antibiotics')",0.021100390327394268
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Leucocytes')",0.030424552994096507
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission NC')",0.009980982090857427
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Liquid')",0.012192878196121488
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'LacticAcid')",0.03657293090855556
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Antibiotics')",0.009382815231612319
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Liquid')",0.12765145802657135
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'CRP')",0.07992654164580149
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission IC')",0.2740161325065934
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'LacticAcid')",0.37074671795320085
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release B')",0.0007392334788571469
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Leucocytes')",0.0406298566625275
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Antibiotics')",0.0007120542339509728
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission IC')",0.052605513111143934
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'LacticAcid')",0.012384384733945398
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'LacticAcid')",0.02243933966235565
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'Leucocytes')",0.043086166714896464
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Sepsis Triage')",0.022828329050302357
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission IC')",0.1312270851542376
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release C')",0.01579718838193828
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission NC')",0.07249864170730322
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Registration')",0.2993305880258177
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Sepsis Triage')",0.256522586888541
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Triage')",0.6470274075413659
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release C')",0.11289223859950015
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release D')",0.15501331824461592
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'LacticAcid')",0.09717431679538523
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release A')",1.5734868091079541
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Triage')",0.41375879316435715
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'LacticAcid')",0.04126481029118596
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release B')",0.5930425578243876
Sepsis,AggregateType.FREQ,0.1,"('Release D', 'Return ER')",0.620884636885328
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Registration')",2.757384120566326
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission IC')",0.263828529466182
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'CRP')",0.0017798714824825979
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'IV Liquid')",0.14155676383813606
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Triage')",0.1223017814222908
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Registration')",0.0895364529171662
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Sepsis Triage')",0.04275422242958667
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'LacticAcid')",0.2597636052418544
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Triage')",0.1415184344260766
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Leucocytes')",0.036804118771562186
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Liquid')",0.2991179638380579
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Sepsis Triage')",0.2871823679747756
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission IC')",2.0140417945317517
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Registration')",0.6331917779189187
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'CRP')",0.019908359706149348
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release B')",0.053014030304950666
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release D')",0.12402939736219028
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release A')",0.47129980731900956
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission IC')",0.12605440922561462
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Registration')",0.010689346123687216
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'CRP')",1.1235330933705954
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release E')",0.2635977173058035
Sepsis,AggregateType.FREQ,0.1,"('Release E', 'Return ER')",4.5650792583279305
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release B')",2.5440073717839127
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Triage')",0.11114438267029084
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release D')",2.0122544861982505
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Antibiotics')",0.182473078247384
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release C')",1.2103530586815636
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission IC')",0.7119211550722966
Sepsis,AggregateType.FREQ,0.1,"('Release C', 'Return ER')",0.5514727548791063
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release B')",0.22718387930369
Sepsis,AggregateType.FREQ,0.1,"('Release B', 'Admission NC')",4.266600599659058
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Antibiotics')",1.468717339026715
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release E')",1.0621267038038367
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Sepsis Triage')",0.013696265882055947
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release A')",0.28552272225600084
Sepsis,AggregateType.FREQ,0.1,"('Return ER', 'CRP')",0.02754792953662344
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Registration')",6.116570195221366
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Admission IC')",2.073599955297425
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release E')",1.8452318837496953
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'ER Sepsis Triage')",1.6753277463971972
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Registration')",7.281854896896604
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Triage')",2.0777370620929014
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Leucocytes')",0.8454802667749695
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Return ER')",0.769594156854646
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Leucocytes')",0.18360229214781398
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'CRP')",0.001975868933379165
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'LacticAcid')",0.0013027232871867156
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Triage')",0.08041079983986384
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Sepsis Triage')",0.009784960620273895
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Liquid')",0.027773886131561745
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'IV Antibiotics')",0.0013803228357107651
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission NC')",0.0020619877585091925
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'CRP')",0.013190615214070691
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Leucocytes')",0.0008234237004854269
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Leucocytes')",0.008420721426412855
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'CRP')",0.00992411811782048
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release A')",0.008734452429431864
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Triage')",0.0004288778514762433
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'CRP')",0.003592945455133852
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Leucocytes')",0.00406463407033883
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Sepsis Triage')",0.09576299018827249
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release A')",0.005784910567926972
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Leucocytes')",0.0040632056325206525
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Liquid')",0.01994009472098943
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission NC')",0.015559029188963548
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Leucocytes')",0.00978377770959243
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'CRP')",0.0047556837133240215
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Liquid')",0.015862335281873224
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Return ER')",0.006120328930754309
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'CRP')",0.023802860231068323
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'LacticAcid')",0.00033173574768301185
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Antibiotics')",0.011016083220656206
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'IV Liquid')",0.06421951518112888
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission NC')",0.05104875460874025
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release A')",0.019042320614034255
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'LacticAcid')",0.2307571872040783
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'CRP')",0.011088848406467152
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission NC')",0.04180105375670776
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission IC')",0.03458236325758474
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission NC')",0.6444638918836243
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission NC')",0.02296821862201786
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release B')",0.37252360199803813
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Antibiotics')",0.0391325091554899
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Leucocytes')",0.014724820238637394
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission NC')",0.027617452204910867
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Liquid')",0.01968658899902656
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'LacticAcid')",0.06125306023948676
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Antibiotics')",0.02176151526634567
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Liquid')",0.06273528034331832
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'CRP')",0.09039943014069651
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission IC')",0.03566219943736097
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'LacticAcid')",0.036854877756910785
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release B')",0.49022629609694274
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Leucocytes')",0.013563721366719248
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Antibiotics')",0.031742753969211536
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission IC')",0.01489499754021117
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'LacticAcid')",0.005799349686435083
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'LacticAcid')",0.017392311940685405
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'Leucocytes')",0.09375541455755254
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Sepsis Triage')",0.03991158772687917
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission IC')",0.01607626058370884
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release C')",0.03702993355221032
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission NC')",0.02041360346604667
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Registration')",0.0977976801490982
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Sepsis Triage')",0.05048419397005494
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Triage')",0.0018452339957072776
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release C')",0.13349781741559674
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release D')",0.005868133039225076
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'LacticAcid')",0.003588361648087936
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release A')",0.32683239980640594
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Triage')",0.0012260752926958052
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'LacticAcid')",0.02239040198384207
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release B')",0.17392761746682872
Sepsis,AggregateType.FREQ,0.1,"('Release D', 'Return ER')",0.12278257607392362
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Registration')",0.3607747391356
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission IC')",0.5714467741972505
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'CRP')",0.019791735929486576
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'IV Liquid')",0.21169432248586742
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Triage')",0.09243350904297395
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Registration')",0.2935166604680636
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Sepsis Triage')",0.016886427094529415
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'LacticAcid')",0.08820282863265731
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Triage')",0.3781008733518712
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Leucocytes')",0.016957485720545368
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Liquid')",0.3867111097587715
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Sepsis Triage')",0.550516295651992
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission IC')",0.7240520988695913
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Registration')",0.3341697261469866
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'CRP')",0.3431375046031567
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release B')",0.7039479314568068
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release D')",0.03927173897040248
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release A')",1.1215898630500103
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission IC')",0.12845573896368578
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Registration')",0.01658487540265747
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'CRP')",6.546206749858204
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release E')",0.8022997180225898
Sepsis,AggregateType.FREQ,0.1,"('Release E', 'Return ER')",1.060002399908595
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release B')",1.8162569156616692
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Triage')",0.5284664332262995
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release D')",2.670726013671006
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Antibiotics')",3.654698124088755
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release C')",0.24121098653921624
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission IC')",0.2789052694851019
Sepsis,AggregateType.FREQ,0.1,"('Release C', 'Return ER')",0.2591978491782023
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release B')",0.28478950053566665
Sepsis,AggregateType.FREQ,0.1,"('Release B', 'Admission NC')",1.373032122098266
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Antibiotics')",0.3251537387694088
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release E')",1.0100954520486756
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Sepsis Triage')",0.01042904976405854
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release A')",4.0059460450567865
Sepsis,AggregateType.FREQ,0.1,"('Return ER', 'CRP')",0.18833084046462187
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Registration')",7.194461551884537
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Admission IC')",0.03526846757612656
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release E')",0.06313828559707857
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'ER Sepsis Triage')",4.554835423198163
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Registration')",4.058501989596638
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Triage')",4.679258224997644
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Leucocytes')",1.4548681405781885
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Return ER')",3.268127912050261
